# eta lambda l= m to 9 (computed with gyre.eval_lambda)
27.16000 4.0370624076e+00 8.5091692254e+02 6.7537917038e+03 1.8552765793e+04 3.6250829632e+04 5.9848164395e+04 8.9344804921e+04 1.2474076165e+05
27.18000 4.0370349648e+00 8.5208363992e+02 6.7636528227e+03 1.8580015682e+04 3.6304162713e+04 5.9936275076e+04 8.9476387603e+04 1.2492451073e+05
27.20000 4.0370075627e+00 8.5325115742e+02 6.7735211418e+03 1.8607285571e+04 3.6357534995e+04 6.0024450556e+04 8.9608067085e+04 1.2510839502e+05
27.22000 4.0369802011e+00 8.5441947504e+02 6.7833966609e+03 1.8634575461e+04 3.6410946477e+04 6.0112690837e+04 8.9739843367e+04 1.2529241450e+05
27.24000 4.0369528798e+00 8.5558859279e+02 6.7932793802e+03 1.8661885350e+04 3.6464397159e+04 6.0200995917e+04 8.9871716449e+04 1.2547656919e+05
27.26000 4.0369255989e+00 8.5675851065e+02 6.8031692996e+03 1.8689215240e+04 3.6517887041e+04 6.0289365798e+04 9.0003686332e+04 1.2566085907e+05
27.28000 4.0368983583e+00 8.5792922864e+02 6.8130664191e+03 1.8716565130e+04 3.6571416123e+04 6.0377800479e+04 9.0135753015e+04 1.2584528416e+05
27.30000 4.0368711578e+00 8.5910074675e+02 6.8229707387e+03 1.8743935020e+04 3.6624984405e+04 6.0466299961e+04 9.0267916497e+04 1.2602984445e+05
27.32000 4.0368439973e+00 8.6027306498e+02 6.8328822585e+03 1.8771324910e+04 3.6678591888e+04 6.0554864242e+04 9.0400176780e+04 1.2621453993e+05
27.34000 4.0368168768e+00 8.6144618334e+02 6.8428009784e+03 1.8798734800e+04 3.6732238571e+04 6.0643493324e+04 9.0532533864e+04 1.2639937062e+05
27.36000 4.0367897962e+00 8.6262010181e+02 6.8527268984e+03 1.8826164690e+04 3.6785924454e+04 6.0732187206e+04 9.0664987747e+04 1.2658433651e+05
27.38000 4.0367627554e+00 8.6379482040e+02 6.8626600185e+03 1.8853614581e+04 3.6839649537e+04 6.0820945888e+04 9.0797538431e+04 1.2676943759e+05
27.40000 4.0367357543e+00 8.6497033911e+02 6.8726003387e+03 1.8881084472e+04 3.6893413821e+04 6.0909769370e+04 9.0930185914e+04 1.2695467388e+05
27.42000 4.0367087929e+00 8.6614665794e+02 6.8825478591e+03 1.8908574363e+04 3.6947217304e+04 6.0998657652e+04 9.1062930198e+04 1.2714004537e+05
27.44000 4.0366818709e+00 8.6732377690e+02 6.8925025796e+03 1.8936084254e+04 3.7001059988e+04 6.1087610735e+04 9.1195771282e+04 1.2732555205e+05
27.46000 4.0366549884e+00 8.6850169597e+02 6.9024645002e+03 1.8963614145e+04 3.7054941872e+04 6.1176628618e+04 9.1328709167e+04 1.2751119394e+05
27.48000 4.0366281453e+00 8.6968041516e+02 6.9124336209e+03 1.8991164037e+04 3.7108862956e+04 6.1265711301e+04 9.1461743851e+04 1.2769697103e+05
27.50000 4.0366013414e+00 8.7085993446e+02 6.9224099418e+03 1.9018733928e+04 3.7162823240e+04 6.1354858784e+04 9.1594875336e+04 1.2788288332e+05
27.52000 4.0365745768e+00 8.7204025389e+02 6.9323934627e+03 1.9046323820e+04 3.7216822725e+04 6.1444071067e+04 9.1728103620e+04 1.2806893080e+05
27.54000 4.0365478512e+00 8.7322137344e+02 6.9423841838e+03 1.9073933712e+04 3.7270861409e+04 6.1533348150e+04 9.1861428705e+04 1.2825511349e+05
27.56000 4.0365211646e+00 8.7440329310e+02 6.9523821050e+03 1.9101563604e+04 3.7324939294e+04 6.1622690034e+04 9.1994850591e+04 1.2844143138e+05
27.58000 4.0364945170e+00 8.7558601288e+02 6.9623872264e+03 1.9129213497e+04 3.7379056379e+04 6.1712096718e+04 9.2128369276e+04 1.2862788447e+05
27.60000 4.0364679082e+00 8.7676953277e+02 6.9723995478e+03 1.9156883389e+04 3.7433212664e+04 6.1801568202e+04 9.2261984761e+04 1.2881447276e+05
27.62000 4.0364413382e+00 8.7795385279e+02 6.9824190694e+03 1.9184573282e+04 3.7487408149e+04 6.1891104486e+04 9.2395697047e+04 1.2900119625e+05
27.64000 4.0364148069e+00 8.7913897292e+02 6.9924457911e+03 1.9212283174e+04 3.7541642835e+04 6.1980705570e+04 9.2529506133e+04 1.2918805493e+05
27.66000 4.0363883141e+00 8.8032489317e+02 7.0024797129e+03 1.9240013067e+04 3.7595916720e+04 6.2070371454e+04 9.2663412018e+04 1.2937504882e+05
27.68000 4.0363618599e+00 8.8151161353e+02 7.0125208348e+03 1.9267762960e+04 3.7650229806e+04 6.2160102139e+04 9.2797414705e+04 1.2956217791e+05
27.70000 4.0363354441e+00 8.8269913401e+02 7.0225691568e+03 1.9295532854e+04 3.7704582092e+04 6.2249897624e+04 9.2931514191e+04 1.2974944220e+05
27.72000 4.0363090666e+00 8.8388745461e+02 7.0326246790e+03 1.9323322747e+04 3.7758973578e+04 6.2339757909e+04 9.3065710477e+04 1.2993684169e+05
27.74000 4.0362827273e+00 8.8507657532e+02 7.0426874012e+03 1.9351132641e+04 3.7813404265e+04 6.2429682994e+04 9.3200003564e+04 1.3012437638e+05
27.76000 4.0362564263e+00 8.8626649615e+02 7.0527573236e+03 1.9378962534e+04 3.7867874151e+04 6.2519672879e+04 9.3334393451e+04 1.3031204627e+05
27.78000 4.0362301633e+00 8.8745721709e+02 7.0628344461e+03 1.9406812428e+04 3.7922383238e+04 6.2609727565e+04 9.3468880138e+04 1.3049985136e+05
27.80000 4.0362039384e+00 8.8864873814e+02 7.0729187687e+03 1.9434682322e+04 3.7976931525e+04 6.2699847050e+04 9.3603463625e+04 1.3068779165e+05
27.82000 4.0361777514e+00 8.8984105932e+02 7.0830102915e+03 1.9462572217e+04 3.8031519012e+04 6.2790031336e+04 9.3738143912e+04 1.3087586714e+05
27.84000 4.0361516022e+00 8.9103418060e+02 7.0931090143e+03 1.9490482111e+04 3.8086145699e+04 6.2880280422e+04 9.3872920999e+04 1.3106407783e+05
27.86000 4.0361254907e+00 8.9222810200e+02 7.1032149373e+03 1.9518412005e+04 3.8140811586e+04 6.2970594308e+04 9.4007794887e+04 1.3125242372e+05
27.88000 4.0360994170e+00 8.9342282351e+02 7.1133280604e+03 1.9546361900e+04 3.8195516673e+04 6.3060972994e+04 9.4142765575e+04 1.3144090481e+05
27.90000 4.0360733809e+00 8.9461834514e+02 7.1234483835e+03 1.9574331795e+04 3.8250260961e+04 6.3151416481e+04 9.4277833062e+04 1.3162952110e+05
27.92000 4.0360473822e+00 8.9581466688e+02 7.1335759069e+03 1.9602321690e+04 3.8305044449e+04 6.3241924768e+04 9.4412997350e+04 1.3181827260e+05
27.94000 4.0360214210e+00 8.9701178873e+02 7.1437106303e+03 1.9630331585e+04 3.8359867137e+04 6.3332497854e+04 9.4548258439e+04 1.3200715929e+05
27.96000 4.0359954972e+00 8.9820971070e+02 7.1538525538e+03 1.9658361480e+04 3.8414729025e+04 6.3423135741e+04 9.4683616327e+04 1.3219618118e+05
27.98000 4.0359696106e+00 8.9940843278e+02 7.1640016775e+03 1.9686411376e+04 3.8469630113e+04 6.3513838428e+04 9.4819071016e+04 1.3238533827e+05
28.00000 4.0359437613e+00 9.0060795497e+02 7.1741580012e+03 1.9714481271e+04 3.8524570402e+04 6.3604605916e+04 9.4954622504e+04 1.3257463056e+05
28.02000 4.0359179490e+00 9.0180827727e+02 7.1843215251e+03 1.9742571167e+04 3.8579549890e+04 6.3695438203e+04 9.5090270793e+04 1.3276405805e+05
28.04000 4.0358921738e+00 9.0300939968e+02 7.1944922491e+03 1.9770681063e+04 3.8634568579e+04 6.3786335291e+04 9.5226015882e+04 1.3295362074e+05
28.06000 4.0358664355e+00 9.0421132221e+02 7.2046701732e+03 1.9798810959e+04 3.8689626468e+04 6.3877297179e+04 9.5361857771e+04 1.3314331864e+05
28.08000 4.0358407341e+00 9.0541404485e+02 7.2148552974e+03 1.9826960855e+04 3.8744723557e+04 6.3968323866e+04 9.5497796461e+04 1.3333315173e+05
28.10000 4.0358150695e+00 9.0661756760e+02 7.2250476217e+03 1.9855130752e+04 3.8799859846e+04 6.4059415355e+04 9.5633831950e+04 1.3352312002e+05
28.12000 4.0357894417e+00 9.0782189046e+02 7.2352471462e+03 1.9883320648e+04 3.8855035336e+04 6.4150571643e+04 9.5769964240e+04 1.3371322351e+05
28.14000 4.0357638504e+00 9.0902701343e+02 7.2454538707e+03 1.9911530545e+04 3.8910250026e+04 6.4241792731e+04 9.5906193330e+04 1.3390346221e+05
28.16000 4.0357382958e+00 9.1023293651e+02 7.2556677954e+03 1.9939760442e+04 3.8965503915e+04 6.4333078620e+04 9.6042519219e+04 1.3409383610e+05
28.18000 4.0357127776e+00 9.1143965970e+02 7.2658889202e+03 1.9968010339e+04 3.9020797005e+04 6.4424429309e+04 9.6178941910e+04 1.3428434519e+05
28.20000 4.0356872958e+00 9.1264718300e+02 7.2761172450e+03 1.9996280236e+04 3.9076129295e+04 6.4515844797e+04 9.6315461400e+04 1.3447498949e+05
28.22000 4.0356618503e+00 9.1385550641e+02 7.2863527700e+03 2.0024570133e+04 3.9131500786e+04 6.4607325086e+04 9.6452077690e+04 1.3466576898e+05
28.24000 4.0356364411e+00 9.1506462993e+02 7.2965954952e+03 2.0052880030e+04 3.9186911476e+04 6.4698870176e+04 9.6588790781e+04 1.3485668367e+05
28.26000 4.0356110680e+00 9.1627455356e+02 7.3068454204e+03 2.0081209928e+04 3.9242361366e+04 6.4790480065e+04 9.6725600672e+04 1.3504773357e+05
28.28000 4.0355857311e+00 9.1748527730e+02 7.3171025457e+03 2.0109559826e+04 3.9297850457e+04 6.4882154755e+04 9.6862507362e+04 1.3523891866e+05
28.30000 4.0355604301e+00 9.1869680114e+02 7.3273668711e+03 2.0137929724e+04 3.9353378748e+04 6.4973894244e+04 9.6999510854e+04 1.3543023895e+05
28.32000 4.0355351651e+00 9.1990912510e+02 7.3376383967e+03 2.0166319622e+04 3.9408946239e+04 6.5065698534e+04 9.7136611145e+04 1.3562169445e+05
28.34000 4.0355099360e+00 9.2112224916e+02 7.3479171223e+03 2.0194729520e+04 3.9464552930e+04 6.5157567624e+04 9.7273808236e+04 1.3581328514e+05
28.36000 4.0354847427e+00 9.2233617333e+02 7.3582030481e+03 2.0223159418e+04 3.9520198822e+04 6.5249501514e+04 9.7411102128e+04 1.3600501104e+05
28.38000 4.0354595850e+00 9.2355089761e+02 7.3684961740e+03 2.0251609317e+04 3.9575883913e+04 6.5341500205e+04 9.7548492819e+04 1.3619687213e+05
28.40000 4.0354344630e+00 9.2476642200e+02 7.3787964999e+03 2.0280079215e+04 3.9631608205e+04 6.5433563695e+04 9.7685980311e+04 1.3638886842e+05
28.42000 4.0354093766e+00 9.2598274649e+02 7.3891040260e+03 2.0308569114e+04 3.9687371697e+04 6.5525691986e+04 9.7823564603e+04 1.3658099992e+05
28.44000 4.0353843256e+00 9.2719987110e+02 7.3994187522e+03 2.0337079013e+04 3.9743174389e+04 6.5617885077e+04 9.7961245695e+04 1.3677326661e+05
28.46000 4.0353593101e+00 9.2841779580e+02 7.4097406785e+03 2.0365608912e+04 3.9799016281e+04 6.5710142968e+04 9.8099023587e+04 1.3696566851e+05
28.48000 4.0353343299e+00 9.2963652062e+02 7.4200698049e+03 2.0394158811e+04 3.9854897373e+04 6.5802465659e+04 9.8236898280e+04 1.3715820560e+05
28.50000 4.0353093849e+00 9.3085604554e+02 7.4304061315e+03 2.0422728711e+04 3.9910817665e+04 6.5894853150e+04 9.8374869772e+04 1.3735087790e+05
28.52000 4.0352844752e+00 9.3207637057e+02 7.4407496581e+03 2.0451318610e+04 3.9966777158e+04 6.5987305441e+04 9.8512938065e+04 1.3754368540e+05
28.54000 4.0352596005e+00 9.3329749570e+02 7.4511003848e+03 2.0479928510e+04 4.0022775851e+04 6.6079822533e+04 9.8651103158e+04 1.3773662809e+05
28.56000 4.0352347609e+00 9.3451942094e+02 7.4614583117e+03 2.0508558409e+04 4.0078813744e+04 6.6172404425e+04 9.8789365051e+04 1.3792970599e+05
28.58000 4.0352099562e+00 9.3574214629e+02 7.4718234386e+03 2.0537208309e+04 4.0134890837e+04 6.6265051117e+04 9.8927723744e+04 1.3812291908e+05
28.60000 4.0351851865e+00 9.3696567174e+02 7.4821957657e+03 2.0565878209e+04 4.0191007130e+04 6.6357762609e+04 9.9066179238e+04 1.3831626738e+05
28.62000 4.0351604515e+00 9.3818999729e+02 7.4925752928e+03 2.0594568110e+04 4.0247162623e+04 6.6450538901e+04 9.9204731531e+04 1.3850975088e+05
28.64000 4.0351357513e+00 9.3941512295e+02 7.5029620201e+03 2.0623278010e+04 4.0303357317e+04 6.6543379993e+04 9.9343380625e+04 1.3870336957e+05
28.66000 4.0351110858e+00 9.4064104872e+02 7.5133559475e+03 2.0652007911e+04 4.0359591211e+04 6.6636285886e+04 9.9482126518e+04 1.3889712347e+05
28.68000 4.0350864548e+00 9.4186777459e+02 7.5237570749e+03 2.0680757811e+04 4.0415864304e+04 6.6729256578e+04 9.9620969212e+04 1.3909101256e+05
28.70000 4.0350618584e+00 9.4309530056e+02 7.5341654025e+03 2.0709527712e+04 4.0472176598e+04 6.6822292071e+04 9.9759908706e+04 1.3928503686e+05
28.72000 4.0350372964e+00 9.4432362664e+02 7.5445809302e+03 2.0738317613e+04 4.0528528093e+04 6.6915392364e+04 9.9898945001e+04 1.3947919636e+05
28.74000 4.0350127688e+00 9.4555275282e+02 7.5550036580e+03 2.0767127514e+04 4.0584918787e+04 6.7008557457e+04 1.0003807809e+05 1.3967349106e+05
28.76000 4.0349882755e+00 9.4678267911e+02 7.5654335859e+03 2.0795957415e+04 4.0641348681e+04 6.7101787350e+04 1.0017730799e+05 1.3986792095e+05
28.78000 4.0349638165e+00 9.4801340550e+02 7.5758707139e+03 2.0824807317e+04 4.0697817776e+04 6.7195082044e+04 1.0031663468e+05 1.4006248605e+05
28.80000 4.0349393916e+00 9.4924493199e+02 7.5863150420e+03 2.0853677218e+04 4.0754326071e+04 6.7288441537e+04 1.0045605818e+05 1.4025718635e+05
28.82000 4.0349150008e+00 9.5047725858e+02 7.5967665702e+03 2.0882567120e+04 4.0810873565e+04 6.7381865831e+04 1.0059557847e+05 1.4045202185e+05
28.84000 4.0348906440e+00 9.5171038528e+02 7.6072252985e+03 2.0911477022e+04 4.0867460260e+04 6.7475354925e+04 1.0073519557e+05 1.4064699254e+05
28.86000 4.0348663212e+00 9.5294431208e+02 7.6176912269e+03 2.0940406924e+04 4.0924086156e+04 6.7568908819e+04 1.0087490946e+05 1.4084209844e+05
28.88000 4.0348420322e+00 9.5417903898e+02 7.6281643554e+03 2.0969356826e+04 4.0980751251e+04 6.7662527513e+04 1.0101472016e+05 1.4103733954e+05
28.90000 4.0348177770e+00 9.5541456598e+02 7.6386446841e+03 2.0998326728e+04 4.1037455546e+04 6.7756211007e+04 1.0115462766e+05 1.4123271584e+05
28.92000 4.0347935556e+00 9.5665089309e+02 7.6491322128e+03 2.1027316630e+04 4.1094199042e+04 6.7849959302e+04 1.0129463195e+05 1.4142822734e+05
28.94000 4.0347693679e+00 9.5788802030e+02 7.6596269416e+03 2.1056326533e+04 4.1150981738e+04 6.7943772396e+04 1.0143473305e+05 1.4162387403e+05
28.96000 4.0347452137e+00 9.5912594761e+02 7.6701288705e+03 2.1085356435e+04 4.1207803634e+04 6.8037650291e+04 1.0157493094e+05 1.4181965593e+05
28.98000 4.0347210931e+00 9.6036467502e+02 7.6806379996e+03 2.1114406338e+04 4.1264664730e+04 6.8131592986e+04 1.0171522564e+05 1.4201557303e+05
29.00000 4.0346970059e+00 9.6160420253e+02 7.6911543287e+03 2.1143476241e+04 4.1321565026e+04 6.8225600481e+04 1.0185561713e+05 1.4221162533e+05
29.02000 4.0346729522e+00 9.6284453014e+02 7.7016778579e+03 2.1172566144e+04 4.1378504522e+04 6.8319672776e+04 1.0199610543e+05 1.4240781283e+05
29.04000 4.0346489317e+00 9.6408565785e+02 7.7122085872e+03 2.1201676047e+04 4.1435483219e+04 6.8413809872e+04 1.0213669053e+05 1.4260413553e+05
29.06000 4.0346249445e+00 9.6532758566e+02 7.7227465167e+03 2.1230805950e+04 4.1492501116e+04 6.8508011767e+04 1.0227737242e+05 1.4280059343e+05
29.08000 4.0346009904e+00 9.6657031358e+02 7.7332916462e+03 2.1259955854e+04 4.1549558212e+04 6.8602278463e+04 1.0241815112e+05 1.4299718653e+05
29.10000 4.0345770695e+00 9.6781384159e+02 7.7438439758e+03 2.1289125758e+04 4.1606654509e+04 6.8696609958e+04 1.0255902662e+05 1.4319391483e+05
29.12000 4.0345531816e+00 9.6905816970e+02 7.7544035056e+03 2.1318315661e+04 4.1663790006e+04 6.8791006254e+04 1.0269999892e+05 1.4339077833e+05
29.14000 4.0345293267e+00 9.7030329792e+02 7.7649702354e+03 2.1347525565e+04 4.1720964704e+04 6.8885467350e+04 1.0284106801e+05 1.4358777703e+05
29.16000 4.0345055047e+00 9.7154922623e+02 7.7755441654e+03 2.1376755469e+04 4.1778178601e+04 6.8979993247e+04 1.0298223391e+05 1.4378491093e+05
29.18000 4.0344817155e+00 9.7279595464e+02 7.7861252954e+03 2.1406005373e+04 4.1835431699e+04 6.9074583943e+04 1.0312349661e+05 1.4398218003e+05
29.20000 4.0344579592e+00 9.7404348315e+02 7.7967136255e+03 2.1435275278e+04 4.1892723996e+04 6.9169239440e+04 1.0326485611e+05 1.4417958433e+05
29.22000 4.0344342355e+00 9.7529181175e+02 7.8073091558e+03 2.1464565182e+04 4.1950055494e+04 6.9263959736e+04 1.0340631240e+05 1.4437712383e+05
29.24000 4.0344105444e+00 9.7654094046e+02 7.8179118861e+03 2.1493875086e+04 4.2007426192e+04 6.9358744833e+04 1.0354786550e+05 1.4457479853e+05
29.26000 4.0343868859e+00 9.7779086927e+02 7.8285218165e+03 2.1523204991e+04 4.2064836090e+04 6.9453594730e+04 1.0368951540e+05 1.4477260843e+05
29.28000 4.0343632599e+00 9.7904159817e+02 7.8391389471e+03 2.1552554896e+04 4.2122285188e+04 6.9548509427e+04 1.0383126210e+05 1.4497055353e+05
29.30000 4.0343396663e+00 9.8029312717e+02 7.8497632777e+03 2.1581924801e+04 4.2179773487e+04 6.9643488924e+04 1.0397310560e+05 1.4516863383e+05
29.32000 4.0343161051e+00 9.8154545627e+02 7.8603948084e+03 2.1611314706e+04 4.2237300985e+04 6.9738533222e+04 1.0411504589e+05 1.4536684933e+05
29.34000 4.0342925763e+00 9.8279858546e+02 7.8710335392e+03 2.1640724611e+04 4.2294867684e+04 6.9833642319e+04 1.0425708299e+05 1.4556520003e+05
29.36000 4.0342690796e+00 9.8405251476e+02 7.8816794702e+03 2.1670154517e+04 4.2352473583e+04 6.9928816217e+04 1.0439921689e+05 1.4576368593e+05
29.38000 4.0342456151e+00 9.8530724415e+02 7.8923326012e+03 2.1699604422e+04 4.2410118682e+04 7.0024054914e+04 1.0454144759e+05 1.4596230703e+05
29.40000 4.0342221827e+00 9.8656277364e+02 7.9029929323e+03 2.1729074328e+04 4.2467802981e+04 7.0119358412e+04 1.0468377509e+05 1.4616106334e+05
29.42000 4.0341987823e+00 9.8781910322e+02 7.9136604635e+03 2.1758564233e+04 4.2525526480e+04 7.0214726710e+04 1.0482619939e+05 1.4635995484e+05
29.44000 4.0341754140e+00 9.8907623290e+02 7.9243351948e+03 2.1788074139e+04 4.2583289179e+04 7.0310159809e+04 1.0496872049e+05 1.4655898154e+05
29.46000 4.0341520775e+00 9.9033416268e+02 7.9350171262e+03 2.1817604045e+04 4.2641091079e+04 7.0405657707e+04 1.0511133839e+05 1.4675814344e+05
29.48000 4.0341287728e+00 9.9159289255e+02 7.9457062577e+03 2.1847153951e+04 4.2698932179e+04 7.0501220405e+04 1.0525405309e+05 1.4695744054e+05
29.50000 4.0341055000e+00 9.9285242252e+02 7.9564025893e+03 2.1876723858e+04 4.2756812478e+04 7.0596847904e+04 1.0539686459e+05 1.4715687285e+05
29.52000 4.0340822588e+00 9.9411275258e+02 7.9671061210e+03 2.1906313764e+04 4.2814731978e+04 7.0692540203e+04 1.0553977289e+05 1.4735644035e+05
29.54000 4.0340590493e+00 9.9537388274e+02 7.9778168528e+03 2.1935923671e+04 4.2872690678e+04 7.0788297302e+04 1.0568277799e+05 1.4755614305e+05
29.56000 4.0340358714e+00 9.9663581300e+02 7.9885347847e+03 2.1965553577e+04 4.2930688579e+04 7.0884119201e+04 1.0582587989e+05 1.4775598095e+05
29.58000 4.0340127249e+00 9.9789854335e+02 7.9992599167e+03 2.1995203484e+04 4.2988725679e+04 7.0980005900e+04 1.0596907859e+05 1.4795595406e+05
29.60000 4.0339896100e+00 9.9916207379e+02 8.0099922488e+03 2.2024873391e+04 4.3046801979e+04 7.1075957399e+04 1.0611237409e+05 1.4815606236e+05
29.62000 4.0339665264e+00 1.0004264043e+03 8.0207317810e+03 2.2054563298e+04 4.3104917480e+04 7.1171973699e+04 1.0625576639e+05 1.4835630586e+05
29.64000 4.0339434741e+00 1.0016915350e+03 8.0314785132e+03 2.2084273205e+04 4.3163072181e+04 7.1268054798e+04 1.0639925549e+05 1.4855668456e+05
29.66000 4.0339204531e+00 1.0029574657e+03 8.0422324456e+03 2.2114003113e+04 4.3221266082e+04 7.1364200698e+04 1.0654284139e+05 1.4875719847e+05
29.68000 4.0338974633e+00 1.0042241965e+03 8.0529935781e+03 2.2143753020e+04 4.3279499183e+04 7.1460411398e+04 1.0668652409e+05 1.4895784757e+05
29.70000 4.0338745047e+00 1.0054917274e+03 8.0637619106e+03 2.2173522928e+04 4.3337771484e+04 7.1556686898e+04 1.0683030359e+05 1.4915863187e+05
29.72000 4.0338515771e+00 1.0067600584e+03 8.0745374433e+03 2.2203312835e+04 4.3396082985e+04 7.1653027198e+04 1.0697417989e+05 1.4935955138e+05
29.74000 4.0338286805e+00 1.0080291896e+03 8.0853201760e+03 2.2233122743e+04 4.3454433687e+04 7.1749432298e+04 1.0711815299e+05 1.4956060608e+05
29.76000 4.0338058148e+00 1.0092991208e+03 8.0961101089e+03 2.2262952651e+04 4.3512823588e+04 7.1845902199e+04 1.0726222290e+05 1.4976179599e+05
29.78000 4.0337829801e+00 1.0105698520e+03 8.1069072418e+03 2.2292802559e+04 4.3571252690e+04 7.1942436899e+04 1.0740638960e+05 1.4996312109e+05
29.80000 4.0337601761e+00 1.0118413834e+03 8.1177115748e+03 2.2322672467e+04 4.3629720992e+04 7.2039036400e+04 1.0755065310e+05 1.5016458139e+05
29.82000 4.0337374029e+00 1.0131137149e+03 8.1285231079e+03 2.2352562376e+04 4.3688228494e+04 7.2135700701e+04 1.0769501340e+05 1.5036617690e+05
29.84000 4.0337146604e+00 1.0143868465e+03 8.1393418411e+03 2.2382472284e+04 4.3746775196e+04 7.2232429802e+04 1.0783947050e+05 1.5056790760e+05
29.86000 4.0336919485e+00 1.0156607781e+03 8.1501677745e+03 2.2412402193e+04 4.3805361098e+04 7.2329223703e+04 1.0798402441e+05 1.5076977351e+05
29.88000 4.0336692672e+00 1.0169355099e+03 8.1610009078e+03 2.2442352101e+04 4.3863986201e+04 7.2426082404e+04 1.0812867511e+05 1.5097177461e+05
29.90000 4.0336466165e+00 1.0182110417e+03 8.1718412413e+03 2.2472322010e+04 4.3922650503e+04 7.2523005905e+04 1.0827342261e+05 1.5117391092e+05
29.92000 4.0336239961e+00 1.0194873737e+03 8.1826887749e+03 2.2502311919e+04 4.3981354006e+04 7.2619994207e+04 1.0841826691e+05 1.5137618242e+05
29.94000 4.0336014062e+00 1.0207645057e+03 8.1935435086e+03 2.2532321828e+04 4.4040096708e+04 7.2717047309e+04 1.0856320802e+05 1.5157858913e+05
29.96000 4.0335788465e+00 1.0220424378e+03 8.2044054424e+03 2.2562351738e+04 4.4098878611e+04 7.2814165210e+04 1.0870824592e+05 1.5178113103e+05
29.98000 4.0335563172e+00 1.0233211700e+03 8.2152745762e+03 2.2592401647e+04 4.4157699714e+04 7.2911347912e+04 1.0885338062e+05 1.5198380814e+05
30.00000 4.0335338180e+00 1.0246007023e+03 8.2261509102e+03 2.2622471556e+04 4.4216560018e+04 7.3008595414e+04 1.0899861212e+05 1.5218662044e+05
30.02000 4.0335113490e+00 1.0258810347e+03 8.2370344442e+03 2.2652561466e+04 4.4275459521e+04 7.3105907716e+04 1.0914394043e+05 1.5238956795e+05
30.04000 4.0334889100e+00 1.0271621672e+03 8.2479251783e+03 2.2682671376e+04 4.4334398224e+04 7.3203284819e+04 1.0928936553e+05 1.5259265065e+05
30.06000 4.0334665011e+00 1.0284440998e+03 8.2588231126e+03 2.2712801286e+04 4.4393376128e+04 7.3300726721e+04 1.0943488743e+05 1.5279586856e+05
30.08000 4.0334441222e+00 1.0297268325e+03 8.2697282469e+03 2.2742951196e+04 4.4452393232e+04 7.3398233424e+04 1.0958050614e+05 1.5299922167e+05
